Data,Quantidade,CanalPrimario,CanalSecundario,Total,Media
2022-09-27,60027343,,,31218533.83,520.07
2023-10-21,117662748,,,17877602.59,151.94
2025-10-20,207397666,206314172.0,1083494.0,142559876.09,687.37
2025-09-25,195871438,195423284.0,448154.0,102058007.86,521.05
2021-06-24,19971160,,,11788937.77,590.3
2024-07-23,147234812,147088350.0,146462.0,63089724.85,428.5
2024-03-24,96012003,95966972.0,45031.0,10232054.7,106.57
2023-10-15,78724724,,,9565049.91,121.5
2024-02-16,147003973,146794665.0,209308.0,65226066.72,443.7
2025-07-15,203998201,203341757.0,656444.0,117012548.35,573.6
2022-12-09,82706584,,,38973628.33,471.23
2025-06-15,141235392,141039517.0,195875.0,17855441.09,126.42
2023-07-09,73589494,,,10131080.12,137.67
2023-03-25,76820968,,,12877243.14,167.63
2021-01-10,2826034,,,935035.68,330.86
2025-11-21,227943926,227164759.0,779167.0,123445423.73,541.56
2022-03-07,55619897,,,37594544.25,675.92
2024-10-19,166193999,166093422.0,100577.0,24528502.29,147.59
2023-11-20,118343627,118104474.0,239153.0,51512968.13,435.28
2025-01-03,175448226,175094423.0,353803.0,83292406.42,474.74
2023-05-03,94866017,,,48736812.77,513.74
2021-03-06,8924639,,,2935670.29,328.94
2022-06-09,60490058,,,29352970.98,485.25
2022-11-28,64556371,,,36464058.16,564.84
2024-01-07,99697094,99627204.0,69890.0,12921695.35,129.61
2023-05-09,98910248,,,45847381.74,463.53
2023-07-05,117904425,,,60753937.82,515.28
2023-08-11,118678881,,,50452360.1,425.12
2024-02-11,97846015,97782371.0,63644.0,11252710.59,115.0
2023-06-07,124750784,,,57746223.53,462.89
2025-04-02,194581399,193749090.0,832309.0,87565283.91,450.02
2025-11-23,153797492,153576454.0,221038.0,17981374.73,116.92
2023-10-16,115313527,,,66415607.27,575.96
2024-11-10,135813699,135444642.0,369057.0,18826489.05,138.62
2021-08-24,26697300,,,16159384.28,605.28
2024-04-16,140161313,140003452.0,157861.0,60561701.74,432.09
2024-07-31,178385926,172764159.0,5621767.0,96923686.76,543.34
2025-04-11,204406937,204065033.0,341904.0,91720808.34,448.72
2022-03-29,42227501,,,24042255.34,569.35
2022-02-04,54568607,,,31910832.79,584.78
2024-03-12,139366456,139204339.0,162117.0,60661417.36,435.27
2022-10-27,64571944,,,31779128.53,492.15
2021-06-03,15977499,,,4836202.84,302.69
2023-11-24,136316375,136143316.0,173059.0,58899268.73,432.08
2021-09-30,37554104,,,26944627.33,717.49
2023-06-30,120584195,,,69449890.15,575.95
2022-07-17,33868757,,,4730325.43,139.67
2021-08-05,31815790,,,21091243.29,662.92
2023-11-14,129461757,129147132.0,314625.0,59088892.57,456.42
2024-08-23,169857174,169618994.0,238180.0,73939188.96,435.3
2022-06-18,48844423,,,8868645.85,181.57
2020-12-01,3433475,,,3749325.94,1091.99
2025-01-24,174714398,174430792.0,283606.0,79625349.59,455.75
2023-02-21,51241904,,,7810175.32,152.42
2023-09-12,114259820,,,50821868.66,444.79
2021-12-09,43910474,,,24425800.89,556.26
2024-12-19,194048002,193703107.0,344895.0,98908863.54,509.71
2025-01-17,172757113,172462370.0,294743.0,82461224.77,477.32
2025-09-01,217275313,216505633.0,769680.0,135492085.08,623.6
2021-09-28,28840568,,,17964083.35,622.88
2022-01-28,41822461,,,24471656.54,585.13
2022-12-01,93207145,,,47313669.38,507.62
2025-11-18,200922887,200484305.0,438582.0,97887156.84,487.19
2020-12-09,4030272,,,3727354.1,924.84
2021-04-14,14724886,,,10069358.75,683.83
2023-10-24,110321667,,,45785393.64,415.02
2025-02-26,171814550,170863132.0,951418.0,79589849.37,463.23
2025-06-12,191108001,190811344.0,296657.0,85167225.75,445.65
2025-06-28,195352656,195230621.0,122035.0,30469522.76,155.97
2023-04-23,53580202,,,6103128.95,113.91
2022-08-30,59086264,,,38241165.82,647.21
2023-02-18,74962584,,,14010437.33,186.9
2024-03-08,169557354,169270326.0,287028.0,73397198.58,432.88
2024-03-07,173119494,172823620.0,295874.0,70259261.68,405.84
2022-08-10,70469428,,,40589807.5,575.99
2021-10-09,29958791,,,6692422.59,223.39
2021-11-04,37192971,,,22767422.79,612.14
2021-09-19,15833764,,,2642456.17,166.89
2025-09-18,196307848,195978450.0,329398.0,92890521.34,473.19
2022-12-26,66934699,,,39397265.32,588.59
2024-07-16,147975180,147805702.0,169478.0,68132354.1,460.43
2021-12-16,42715370,,,23657121.9,553.83
2024-04-15,152473471,151868502.0,604969.0,89261857.56,585.43
2022-04-08,61904191,,,32596486.41,526.56
2023-04-26,83724873,,,39003173.03,465.85
2025-07-16,191029463,190226699.0,802764.0,89484694.63,468.43
2025-07-08,211378574,211015419.0,363155.0,105070747.75,497.07
2025-09-21,155554813,155434572.0,120241.0,17698286.09,113.78
2024-05-09,168091443,167861635.0,229808.0,69129239.02,411.26
2024-05-20,161716437,161198141.0,518296.0,101219719.16,625.91
2024-07-25,150206434,149955877.0,250557.0,70561459.27,469.76
2023-08-09,113951639,,,47786439.87,419.36
2025-05-09,231826603,231363018.0,463585.0,110409911.2,476.26
2022-12-27,68743248,,,33850038.38,492.41
2022-03-23,43598734,,,22246180.06,510.25
2024-08-16,171844476,171608407.0,236069.0,74201796.61,431.8
2023-05-17,86712271,,,37070197.95,427.51
2023-06-11,65504715,,,8880853.51,135.58
2023-03-16,82248378,,,36776193.62,447.14
2023-06-05,108279973,,,63321695.03,584.8
2024-10-10,185291586,184649204.0,642382.0,94009189.24,507.36
2024-11-11,182282520,181826903.0,455617.0,108536723.27,595.43
2022-08-16,60637144,,,32880557.05,542.25
2023-01-13,80522489,,,37630592.78,467.33
2023-12-13,136593492,136154973.0,438519.0,58155979.37,425.76
2023-05-07,67953070,,,9689172.63,142.59
2024-12-16,185733078,185362538.0,370540.0,113980904.05,613.68
2023-08-01,115150095,,,56747173.3,492.81
2021-08-04,28004102,,,16982062.97,606.41
2023-10-06,163008134,,,77301693.19,474.22
2022-12-29,79091776,,,44766563.82,566.01
2021-08-07,27080207,,,6357386.68,234.76
2020-12-08,3836662,,,3449241.91,899.02
2021-10-01,40881959,,,26827201.01,656.21
2022-09-28,62056271,,,31951929.43,514.89
2025-02-13,161217223,160960958.0,256265.0,67899207.91,421.17
2023-02-17,95053873,,,48671279.42,512.04
2021-09-23,28739151,,,17009697.1,591.86
2022-02-05,44056030,,,10142862.62,230.23
2023-03-20,89094423,,,53622414.2,601.86
2023-07-29,100619023,,,16968016.44,168.64
2023-10-18,114261794,,,47893378.76,419.15
2024-10-06,131241979,131004397.0,237582.0,16860836.69,128.47
2025-06-10,217544743,216784748.0,759995.0,125392945.21,576.4
2025-06-13,204692440,204310617.0,381823.0,96033941.53,469.16
2023-07-07,134844164,,,59845044.44,443.81
2023-12-24,102543854,102490056.0,53798.0,12561368.23,122.5
2024-08-21,167421899,166843058.0,578841.0,68931754.27,411.72
2026-01-05,223836196,222833956.0,1002240.0,150305868.87,671.5
2022-10-12,50250658,,,9616178.09,191.36
2025-05-08,232175279,231702612.0,472667.0,100823359.43,434.26
2023-11-07,157509652,157219119.0,290533.0,73731142.41,468.11
2024-08-03,163697837,163579487.0,118350.0,26009678.47,158.89
2023-01-26,70027461,,,34236186.9,488.9
2021-02-16,5807263,,,2349340.9,404.55
2025-11-19,229385080,228432980.0,952100.0,130978746.32,571.0
2021-07-16,26355492,,,15833719.22,600.77
2023-07-06,129444492,,,58811530.67,454.34
2022-11-04,84859656,,,47647401.99,561.48
2024-06-18,149074949,148896854.0,178095.0,66371326.77,445.22
2023-12-20,178091188,177181470.0,909718.0,94851254.93,532.6
2023-08-26,98252768,,,14703762.93,149.65
2023-08-10,119398276,,,58629881.25,491.04
2022-04-07,63504251,,,32259591.04,507.99
2025-10-01,235573416,234695426.0,877990.0,125996691.3,534.85
2024-08-01,173355535,172902969.0,452566.0,82283159.72,474.65
2023-09-26,104871324,,,44490553.85,424.24
2025-12-04,230679892,230052428.0,627464.0,109234763.3,473.53
2021-01-12,6276577,,,5667021.02,902.88
2021-11-25,36317693,,,21621886.8,595.35
2022-11-27,44047621,,,5760230.11,130.77
2024-10-27,110036952,109950438.0,86514.0,12084946.65,109.83
2024-07-11,155826663,155625492.0,201171.0,67735630.69,434.69
2022-03-26,39513797,,,7170190.21,181.46
2021-02-10,10679222,,,8963515.94,839.34
2022-11-21,76681707,,,46031492.11,600.29
2020-12-18,6596876,,,6595479.0,999.79
2021-10-02,30049651,,,6627850.0,220.56
2024-11-07,218207150,217607708.0,599442.0,100987721.62,462.81
2024-05-03,174312914,174010368.0,302546.0,81382833.9,466.88
2025-06-06,276685418,275911662.0,773756.0,135606302.61,490.11
2023-04-08,82591887,,,13262221.9,160.58
2021-04-27,14619906,,,10350974.96,708.01
2025-07-06,163279569,163127559.0,152010.0,22087451.3,135.27
2024-01-29,116883646,116759450.0,124196.0,59295799.21,507.31
2024-08-06,203871255,203479060.0,392195.0,95581407.31,468.83
2023-02-24,82635280,,,41148976.96,497.96
2022-05-27,55195514,,,29312319.75,531.06
2023-08-06,81086230,,,10614768.79,130.91
2025-03-16,135613258,135527742.0,85516.0,16101320.95,118.73
2021-07-02,27534069,,,16889668.63,613.41
2022-01-11,39042476,,,22718207.05,581.88
2021-10-30,33157787,,,7227274.37,217.97
2023-03-26,50114499,,,5889428.78,117.52
2022-01-15,33624989,,,6962029.66,207.05
2022-02-27,24397391,,,3825358.56,156.79
2021-11-03,37328992,,,24043591.52,644.1
2025-07-14,180963801,180592544.0,371257.0,105090770.03,580.73
2022-04-10,31706558,,,5615508.08,177.11
2023-02-12,51010936,,,6693788.85,131.22
2025-05-11,146330095,146223091.0,107004.0,18360541.78,125.47
2022-11-07,89812675,,,56002742.56,623.55
2021-02-08,10178783,,,8608986.78,845.78
2023-03-18,79166633,,,13525623.95,170.85
2021-08-06,40461988,,,24872725.66,614.72
2024-12-07,206806818,206579069.0,227749.0,35580568.77,172.05
2022-11-30,99376115,,,55591076.1,559.4
2025-12-25,130583632,130096026.0,487606.0,17577012.69,134.6
2022-03-28,40424042,,,28036611.24,693.56
2025-02-21,195590828,195295582.0,295246.0,86998336.3,444.8
2024-07-21,113409868,113344941.0,64927.0,12952681.87,114.21
2025-02-23,129798867,129729348.0,69519.0,14003492.97,107.89
2024-12-09,196128352,195773171.0,355181.0,110370784.96,562.75
2024-06-30,112376899,112261147.0,115752.0,15077697.73,134.17
2025-02-24,164524119,164203678.0,320441.0,87867862.73,534.07
2021-01-09,4522432,,,1567788.87,346.67
2021-03-13,7968781,,,2382429.63,298.97
2024-08-13,151279611,151110505.0,169106.0,69186085.92,457.34
2021-02-01,8283643,,,8287126.74,1000.42
2025-12-26,204716312,204141952.0,574360.0,116826607.13,570.68
2025-05-24,187518697,187410467.0,108230.0,26431401.41,140.95
2025-02-28,224224713,223421383.0,803330.0,134847000.47,601.39
2023-02-19,48844765,,,5956552.4,121.95
2022-12-30,80749221,,,25464399.86,315.35
2021-01-08,8062044,,,7083097.45,878.57
2025-12-30,248410446,247030233.0,1380213.0,158277541.5,637.16
2025-10-27,187374640,186911116.0,463524.0,111493410.96,595.03
2024-11-23,169402904,169263448.0,139456.0,25103504.31,148.19
2024-05-14,140256172,140090223.0,165949.0,64433454.84,459.4
2025-08-22,212591556,212252586.0,338970.0,96190746.42,452.47
2021-03-20,8468007,,,2372174.66,280.13
2023-01-16,73707354,,,45616059.89,618.88
2021-09-05,16860105,,,3263236.6,193.55
2022-06-15,65261876,,,40132567.47,614.95
2023-07-03,104268913,,,64382466.28,617.47
2022-09-15,70250288,,,39242326.17,558.61
2024-04-09,153319794,153118416.0,201378.0,65934401.36,430.04
2024-05-17,159668727,159454990.0,213737.0,66779410.11,418.24
2023-06-27,89473835,,,39970013.24,446.72
2024-05-12,107646839,107586647.0,60192.0,12206974.18,113.4
2021-06-27,11340610,,,1915413.43,168.9
2021-04-08,17921836,,,11787167.33,657.7
2024-10-23,158866465,158277789.0,588676.0,66795384.59,420.45
2022-11-06,46620101,,,7066646.83,151.58
2023-12-23,146996263,146918336.0,77927.0,24951948.61,169.75
2024-01-13,123967341,123905262.0,62079.0,19182044.34,154.73
2023-05-02,96958717,,,64096387.27,661.07
2022-05-03,53511895,,,30250963.41,565.31
2025-02-03,178916376,178436980.0,479396.0,107575111.84,601.26
2025-10-24,215550890,215054684.0,496206.0,100588264.07,466.66
2025-09-22,194155719,193570257.0,585462.0,123125535.05,634.16
2021-10-22,36169599,,,20526581.3,567.51
2021-11-29,35071142,,,24749751.71,705.7
2022-01-01,14300546,,,2784159.48,194.69
2024-09-17,159662766,159450261.0,212505.0,74665751.13,467.65
2022-12-16,90732339,,,45741555.36,504.14
2023-09-10,82136247,,,11537836.08,140.47
2020-12-24,4174981,,,2933145.86,702.55
2021-10-18,30228460,,,20943277.05,692.83
2025-04-05,224012378,223686097.0,326281.0,40186671.33,179.39
2025-03-04,131587915,131470770.0,117145.0,20379565.93,154.87
2025-07-10,210333380,209474833.0,858547.0,121278765.15,576.6
2022-06-17,57300205,,,31868776.3,556.17
2023-01-14,69003517,,,12167673.77,176.33
2025-10-21,204959927,204562919.0,397008.0,94796125.28,462.51
2025-10-19,150731697,150566087.0,165610.0,18022592.64,119.57
2021-07-21,25834235,,,14595414.68,564.96
2025-05-06,211593651,211184684.0,408967.0,103379980.66,488.58
2022-12-28,71857451,,,35758699.56,497.63
2024-10-29,151103775,150910746.0,193029.0,71228003.27,471.38
2024-01-01,64738128,64611857.0,126271.0,8618514.96,133.13
2024-09-05,191992042,191416010.0,576032.0,93734746.15,488.22
2024-09-20,195689166,194758467.0,930699.0,107800474.39,550.88
2022-10-21,77559991,,,35732009.5,460.7
2022-10-26,64832232,,,30831235.72,475.55
2021-06-18,23998991,,,15343961.57,639.36
2022-09-18,38649480,,,5022076.65,129.94
2022-05-16,52474628,,,35208809.55,670.97
2026-01-04,153429683,153006700.0,422983.0,20730398.74,135.11
2023-11-30,164671866,164076849.0,595017.0,85274643.63,517.85
2022-01-31,40959661,,,31579314.84,770.99
2024-02-12,109433575,109322760.0,110815.0,20730257.41,189.43
2025-04-09,198844766,198061645.0,783121.0,88925367.77,447.21
2022-03-03,45623079,,,28273537.13,619.72
2022-08-19,68537632,,,35326854.17,515.44
2020-11-21,1217467,,,417082.25,342.58
2021-01-31,3104842,,,923683.46,297.5
2022-11-25,81508558,,,42338428.08,519.44
2021-11-23,35027294,,,19681459.38,561.89
2025-07-30,195560741,194339707.0,1221034.0,108326283.98,553.93
2024-10-31,178389589,177679805.0,709784.0,91986807.68,515.65
2022-01-24,36191077,,,22812958.2,630.35
2021-11-05,50045289,,,32171471.88,642.85
2025-12-28,157542812,157091748.0,451064.0,19147726.09,121.54
2022-10-20,78681091,,,40820654.62,518.81
2024-07-19,172833281,172299556.0,533725.0,84458675.65,488.67
2024-07-01,165771041,165328280.0,442761.0,100273369.36,604.89
2022-04-12,51167291,,,28823544.12,563.32
2025-12-06,263648454,263180380.0,468074.0,46449229.74,176.18
2024-02-14,124747399,124523896.0,223503.0,70620811.56,566.11
2021-07-26,23568674,,,17757747.15,753.45
2020-11-17,1599192,,,1215901.44,760.32
2021-10-13,33626164,,,21979978.99,653.66
2022-03-05,47142734,,,11009552.16,233.54
2024-02-07,168022638,167398209.0,624429.0,68573960.16,408.12
2022-01-09,22879702,,,4336146.98,189.52
2023-05-24,85861741,,,36041746.3,419.76
2021-03-16,11382263,,,8644742.71,759.49
2024-03-09,150732282,150639342.0,92940.0,24357096.86,161.59
2023-11-10,151513440,151098980.0,414460.0,74531176.93,491.91
2024-11-08,213574428,213049526.0,524902.0,97794981.91,457.9
2023-04-21,72086611,,,13951825.43,193.54
2021-04-20,18033503,,,14131329.01,783.62
2021-05-13,17205875,,,11329560.73,658.47
2022-07-11,64256048,,,43416281.0,675.68
2024-11-09,182727182,182484172.0,243010.0,29787404.91,163.02
2024-09-29,116011432,115939189.0,72243.0,13403457.83,115.54
2025-02-02,130783136,130681108.0,102028.0,16546741.57,126.52
2025-11-13,201527811,201101094.0,426717.0,91940406.95,456.22
2021-09-26,16060276,,,2536782.42,157.95
2022-09-20,72578132,,,40650076.19,560.09
2024-11-02,156761269,156485588.0,275681.0,23629806.26,150.74
2023-03-28,75239310,,,36710891.67,487.92
2025-08-07,244403748,243803058.0,600690.0,110296407.32,451.29
2021-12-12,23082767,,,3706423.66,160.57
2024-05-11,158720069,158633325.0,86744.0,24786317.01,156.16
2025-03-17,174947292,174459821.0,487471.0,105333599.35,602.09
2022-12-18,49336610,,,6947910.37,140.83
2025-07-31,223823187,217400856.0,6422331.0,122710593.74,548.25
2021-01-24,2593246,,,675172.02,260.36
2022-09-19,61762403,,,36161459.94,585.49
2023-04-09,56569681,,,7869515.69,139.11
2025-12-27,199193756,198739812.0,453944.0,30284818.42,152.04
2024-03-15,167355351,166861004.0,494347.0,80130093.66,478.8
2021-07-28,23702852,,,14327387.42,604.46
2024-01-18,125253129,125093882.0,159247.0,49087948.44,391.91
2025-11-22,209108706,208839526.0,269180.0,29767046.18,142.35
2023-01-06,99958110,,,52186171.95,522.08
2025-04-27,132245522,132171208.0,74314.0,14541088.32,109.96
2025-09-24,192995771,192166934.0,828837.0,87248315.71,452.07
2020-12-21,5958775,,,5922064.9,993.84
2021-09-04,28165373,,,6733474.4,239.07
2025-01-21,170962442,170617215.0,345227.0,79417287.53,464.53
2022-05-09,58788873,,,36675652.27,623.85
2025-03-28,200292214,199831234.0,460980.0,101427789.42,506.4
2025-05-04,143021059,142910967.0,110092.0,18558567.68,129.76
2021-02-04,8239245,,,7002028.39,849.84
2024-07-02,158768788,158535243.0,233545.0,73240871.82,461.31
2022-02-28,32953335,,,9841378.61,298.65
2024-10-30,164315050,163477763.0,837287.0,87222387.8,530.82
2023-09-14,105766805,,,44827927.63,423.84
2021-07-24,20818705,,,4302587.98,206.67
2024-11-01,202116064,201437680.0,678384.0,97694089.48,483.36
2024-08-14,154261521,153674607.0,586914.0,68619516.51,444.83
2022-08-05,89999414,,,53109294.38,590.11
2025-05-15,203155891,202530064.0,625827.0,105108380.68,517.38
2021-11-06,36475683,,,8765231.11,240.3
2021-10-05,38660923,,,25157004.6,650.71
2021-02-07,3961858,,,1127914.27,284.69
2025-01-16,160628033,160410046.0,217987.0,76851791.77,478.45
2021-01-28,6436942,,,5846217.16,908.23
2023-06-13,90032796,,,41638840.07,462.49
2021-11-07,21922002,,,4083954.42,186.29
2021-12-11,36303156,,,7800229.6,214.86
2023-10-01,79578708,,,10855029.85,136.41
2021-03-12,12095634,,,9479938.23,783.75
2021-02-21,3920144,,,965281.45,246.24
2022-04-28,46776835,,,26982665.84,576.84
2023-07-27,94677925,,,43632588.27,460.85
2023-05-18,85497109,,,36602150.39,428.11
2023-02-27,75819383,,,47943845.21,632.34
2025-01-18,168115842,168017416.0,98426.0,24553443.67,146.05
2021-09-14,29068328,,,18047897.0,620.88
2023-06-15,104027761,,,51780620.84,497.76
2025-06-09,212291943,211882554.0,409389.0,117636700.17,554.13
2023-01-05,80090956,,,43746350.79,546.21
2023-09-04,114120162,,,60355680.19,528.88
2024-01-08,144691870,144454746.0,237124.0,73203476.51,505.93
2024-08-22,158608453,158428907.0,179546.0,63713101.66,401.7
2023-05-27,83604885,,,13170966.3,157.54
2021-07-25,12988529,,,2194443.93,168.95
2024-08-02,181990761,181705616.0,285145.0,80619232.62,442.99
2024-03-30,130016241,129942438.0,73803.0,17797609.94,136.89
2025-09-11,205010308,204648349.0,361959.0,93305198.47,455.12
2025-07-04,257045946,256299871.0,746075.0,129434794.37,503.55
2024-10-04,222884143,221815525.0,1068618.0,111387352.99,499.75
2022-03-24,43192731,,,21777529.12,504.19
2023-05-01,59837588,,,10991801.25,183.69
2022-05-31,58964448,,,36380744.52,616.99
2026-01-02,201186471,200416426.0,770045.0,112789635.98,560.62
2022-04-19,47626409,,,28051748.31,589.0
2021-12-19,24313369,,,4218161.89,173.49
2022-10-10,82033474,,,52187036.63,636.17
2024-08-26,147465975,147225014.0,240961.0,79257676.08,537.46
2023-04-25,84414029,,,45553066.21,539.64
2025-05-05,209772900,209069033.0,703867.0,130471660.97,621.97
2024-07-15,159515931,158895892.0,620039.0,93555529.21,586.5
2022-03-01,28215805,,,6561521.57,232.55
2025-05-26,175622231,175273345.0,348886.0,98499416.6,560.86
2025-08-19,190008695,189724392.0,284303.0,91037850.3,479.12
2022-07-19,54437667,,,28810725.0,529.24
2023-09-13,110359294,,,45713975.38,414.23
2022-01-14,42683751,,,23674198.44,554.64
2021-04-16,16143306,,,11364533.45,703.98
2021-10-11,35006742,,,24216560.3,691.77
2022-06-06,69124456,,,45050652.52,651.73
2021-08-14,22721766,,,5004333.14,220.24
2021-02-22,9732717,,,9484308.15,974.48
2021-01-06,6264677,,,5668543.08,904.84
2023-04-15,85998081,,,15379540.57,178.84
2025-06-07,231070563,230844753.0,225810.0,38557105.83,166.86
2022-07-12,58725499,,,31449627.62,535.54
2021-04-09,17973331,,,12571503.33,699.45
2025-05-10,217939190,217532717.0,406473.0,36786992.35,168.79
2025-02-20,197242834,196342615.0,900219.0,109180382.7,553.53
2022-09-16,69182819,,,34677869.93,501.25
2022-12-31,66033591,,,10868657.06,164.59
2024-09-26,156183258,155975497.0,207761.0,69491185.36,444.93
2022-04-05,56587857,,,33822884.64,597.71
2022-10-16,41948958,,,5913305.32,140.96
2022-10-08,71735973,,,14088921.1,196.4
2021-09-01,33618042,,,21389034.7,636.24
2023-01-03,69232869,,,34692604.48,501.1
2021-04-19,13879818,,,11707511.11,843.49
2021-09-07,21091322,,,5481989.89,259.92
2024-05-10,182665265,182162406.0,502859.0,90048526.29,492.97
2022-05-04,55800371,,,31176188.06,558.71
2023-05-22,88772261,,,48649947.95,548.03
2023-09-01,133119349,,,64406462.71,483.82
2021-09-27,28691395,,,21096437.48,735.29
2025-02-12,172679813,171984602.0,695211.0,79956565.22,463.03
2023-04-17,87021938,,,53181016.17,611.12
2020-12-20,2910300,,,901678.35,309.82
2024-12-14,184339889,184183834.0,156055.0,29380908.9,159.38
2022-08-17,60626805,,,29838990.55,492.17
2020-12-10,4246652,,,4271782.47,1005.92
2021-11-30,46124302,,,31083294.86,673.9
2025-01-26,119493184,119430975.0,62209.0,13038874.04,109.12
2021-01-26,6178365,,,5979410.41,967.8
2023-04-14,96165031,,,46248382.29,480.93
2024-12-24,182728689,182520749.0,207940.0,56355276.98,308.41
2021-09-25,25668813,,,5088310.42,198.23
2021-09-22,29537470,,,17000545.73,575.56
2023-01-07,76184450,,,15308810.76,200.94
2022-11-19,67919597,,,12578891.55,185.2
2024-06-10,180385366,179890147.0,495219.0,105737670.17,586.18
2025-08-30,212817210,212612420.0,204790.0,34722117.14,163.15
2021-08-22,14913683,,,2454698.24,164.59
2022-02-11,47253343,,,26040436.84,551.08
2024-06-07,206772543,206410617.0,361926.0,90857461.78,439.41
2025-10-13,198970443,198524302.0,446141.0,117661418.61,591.35
2020-12-28,5133292,,,6022395.01,1173.2
2023-11-16,126231339,126027432.0,203907.0,67308090.98,533.21
2022-06-26,30468342,,,4132021.8,135.62
2022-04-27,45989242,,,25453133.39,553.46
2025-09-06,244010535,243773884.0,236651.0,41000013.07,168.03
2022-03-22,43717799,,,23554873.06,538.79
2021-02-28,4626212,,,1313209.78,283.86
2024-01-03,124510011,124110818.0,399193.0,57216667.69,459.53
2024-07-22,151288074,150925385.0,362689.0,84430676.32,558.08
2022-04-25,47246849,,,32639971.01,690.84
2024-12-23,208964869,208627721.0,337148.0,115790554.87,554.11
2023-06-06,124707739,,,58845687.88,471.87
2021-12-30,43383893,,,25708519.3,592.58
2024-08-28,152706925,152040803.0,666122.0,67822302.66,444.13
2023-04-29,89181156,,,17616641.94,197.54
2023-02-15,91147398,,,47167780.34,517.49
2022-06-05,35311623,,,5897513.57,167.01
2021-06-22,21740942,,,13246209.89,609.27
2024-11-29,239932329,239036273.0,896056.0,129965841.61,541.68
2021-07-27,23629791,,,14459427.78,611.92
2023-11-15,98716880,98551047.0,165833.0,16915173.16,171.35
2023-08-04,142433243,,,68703799.12,482.36
2023-05-21,58924879,,,7048304.18,119.62
2021-01-05,6655576,,,6438224.87,967.34
2023-08-30,107395872,,,54027002.09,503.06
2021-01-25,6108034,,,6238580.15,1021.37
2023-08-19,105095368,,,16217502.74,154.31
2023-01-08,49385275,,,7516158.46,152.19
2023-08-27,67494627,,,7224484.74,107.04
2022-10-18,66497255,,,33508598.58,503.91
2021-07-22,24349671,,,13786577.59,566.19
2022-04-23,41103348,,,7331463.12,178.37
2021-12-08,43651429,,,23441613.69,537.02
2022-06-11,53350290,,,10052789.22,188.43
2021-12-13,39168924,,,25994120.31,663.64
2022-06-07,70865824,,,37300882.72,526.36
2022-12-05,84232305,,,50238215.06,596.42
2023-12-18,134555538,134319231.0,236307.0,74247385.93,551.8
2021-04-05,16289268,,,14565114.31,894.15
2023-06-25,61336906,,,7138545.71,116.38
2022-01-29,34635894,,,7315616.63,211.21
2023-06-03,95158531,,,16777094.16,176.31
2024-09-22,119869039,119803908.0,65131.0,12793989.07,106.73
2021-04-15,16600302,,,12608566.41,759.54
2025-05-23,198379910,198079070.0,300840.0,89811373.23,452.72
2024-10-26,160076592,159982578.0,94014.0,22761324.6,142.19
2023-05-20,91252451,,,15483925.11,169.68
2023-05-12,98537340,,,44463524.44,451.24
2022-01-17,38511454,,,27180636.48,705.78
2022-08-11,63040842,,,31352800.56,497.34
2021-12-05,23633736,,,4355286.55,184.28
2023-02-20,61124781,,,13973700.07,228.61
2023-11-08,151462170,150884416.0,577754.0,62733413.43,414.19
2025-03-05,188703405,188109489.0,593916.0,127801353.89,677.26
2023-03-21,81694529,,,37604420.8,460.31
2023-12-19,139150531,138927637.0,222894.0,65462359.08,470.44
2025-02-25,170666844,170332951.0,333893.0,89837319.66,526.39
2022-09-12,68875034,,,45591932.16,661.95
2023-01-18,71903008,,,32894782.8,457.49
2021-03-09,12595330,,,9256848.42,734.94
2022-09-21,67432477,,,32429325.71,480.92
2021-02-25,8985272,,,8130893.82,904.91
2021-07-18,12571826,,,2177771.07,173.23
2023-10-14,106350041,,,16540718.86,155.53
2021-06-07,27112608,,,20827416.78,768.18
2023-02-14,77378368,,,37116240.79,479.67
2022-02-25,51599218,,,36256069.69,702.65
2022-10-23,41427598,,,5150070.05,124.31
2023-06-29,91729526,,,44955059.3,490.08
2024-06-08,174926267,174794071.0,132196.0,27996443.65,160.05
2022-09-24,58948636,,,10383610.57,176.15
2023-08-07,120665891,,,61347423.96,508.41
2021-03-26,11896345,,,9018407.05,758.08
2022-01-08,36252947,,,8426068.32,232.42
2025-08-06,257094613,255883143.0,1211470.0,127436464.69,495.68
2024-06-17,154992109,154546833.0,445276.0,86500726.16,558.1
2024-10-24,153069688,152867195.0,202493.0,62099355.38,405.69
2021-10-04,29323614,,,22043656.31,751.74
2022-07-31,36071134,,,5512143.25,152.81
2025-02-27,177922448,177587225.0,335223.0,89147068.37,501.04
2023-11-05,85221137,85120642.0,100495.0,11060631.5,129.79
2024-02-29,152157068,151767651.0,389417.0,76582618.92,503.31
2025-05-30,234708554,229499203.0,5209351.0,139240911.98,593.25
2022-05-05,62659802,,,35911850.91,573.12
2021-01-29,8760453,,,8542141.3,975.08
2021-07-30,32906974,,,23362508.0,709.96
2025-01-07,208784806,208346634.0,438172.0,102723179.58,492.01
2023-03-01,92212036,,,48923504.5,530.55
2022-10-25,67463211,,,36295112.51,538.0
2020-11-16,1515848,,,971013.58,640.57
2021-12-29,36986829,,,20799252.74,562.34
2021-10-08,42485818,,,25155844.13,592.1
2022-02-26,41357344,,,9173403.55,221.81
2020-11-15,161228,,,49204.61,305.19
2024-11-05,188570024,187912851.0,657173.0,100018692.0,530.41
