Data,Quantidade,CanalPrimario,CanalSecundario,Total,Media
2025-03-15,186503450,186291286.0,212164.0,29015855.67,155.58
2021-11-24,34866562,,,19139655.38,548.94
2022-09-13,64684863,,,34331092.4,530.74
2025-10-14,194103407,193750542.0,352865.0,98019211.71,504.98
2024-12-01,144002097,143730951.0,271146.0,20134007.14,139.82
2025-10-18,204823211,204617429.0,205782.0,29971238.23,146.33
2022-03-25,47743026,,,29459088.94,617.03
2025-06-26,184635489,184373601.0,261888.0,87211593.6,472.34
2020-12-19,3821515,,,1350547.52,353.41
2025-11-27,217112783,216584161.0,528622.0,103402383.76,476.26
2023-01-20,89642694,,,46191666.28,515.29
2022-02-01,44200898,,,27114481.29,613.44
2021-05-16,9070679,,,1935487.56,213.38
2021-02-15,6911188,,,3603607.83,521.42
2025-03-26,172029766,171289035.0,740731.0,77190474.09,448.7
2021-09-02,32231043,,,19878090.43,616.74
2021-10-27,32308662,,,18425855.57,570.31
2024-01-30,127643996,127436212.0,207784.0,62124931.03,486.7
2022-03-21,46422193,,,32444796.24,698.91
2022-07-06,76398122,,,40312954.79,527.67
2024-01-24,123517574,123141607.0,375967.0,52272776.8,423.2
2024-10-28,143737936,143516301.0,221635.0,79606576.06,553.83
2021-08-30,28752232,,,22840711.06,794.4
2022-04-01,57877688,,,34986856.98,604.5
2020-12-14,4479740,,,4761114.44,1062.81
2025-09-17,198088765,197321152.0,767613.0,90758686.19,458.17
2021-08-02,29663858,,,22455734.46,757.01
2024-06-21,173825960,173616036.0,209924.0,73828632.83,424.73
2022-01-13,36868468,,,19490440.6,528.65
2023-01-09,80991600,,,45303292.39,559.36
2024-12-08,149363611,149191750.0,171861.0,20181093.1,135.11
2022-07-09,55101180,,,10620747.53,192.75
2024-08-29,154176107,153962801.0,213306.0,69741188.13,452.35
2024-09-16,158735871,158417034.0,318837.0,95516501.84,601.73
2024-08-24,155481833,155404027.0,77806.0,21613098.63,139.01
2022-11-15,48814813,,,9802320.03,200.81
2024-06-05,178352829,177521734.0,831095.0,86167950.97,483.13
2023-03-10,100999022,,,54905828.06,543.63
2024-08-10,169163078,168887252.0,275826.0,27982280.01,165.42
2025-08-08,244186318,243580678.0,605640.0,116194859.9,475.85
2025-10-23,197761391,197394475.0,366916.0,83407720.36,421.76
2023-03-24,86845062,,,39904400.39,459.49
2024-11-19,182841451,182286402.0,555049.0,99100556.85,542.0
2025-09-16,194465020,194154675.0,310345.0,94680953.82,486.88
2021-05-08,17343843,,,4598344.46,265.13
2022-05-28,48059650,,,9049215.59,188.29
2025-09-20,214277887,213984982.0,292905.0,32084417.42,149.73
2021-07-11,13046696,,,2555040.63,195.84
2022-06-10,69959536,,,40829892.49,583.62
2024-02-03,137201667,137112442.0,89225.0,22313415.15,162.63
2021-05-17,18294732,,,15943521.64,871.48
2021-10-06,44765258,,,25643478.26,572.84
2023-03-13,81025999,,,45831396.86,565.64
2024-01-22,127878408,127678542.0,199866.0,69159079.26,540.82
2024-01-04,126964239,126795194.0,169045.0,55006342.68,433.24
2024-09-03,169498824,169227803.0,271021.0,76246169.05,449.83
2021-09-03,37646230,,,24302454.43,645.55
2024-03-29,110182878,110072792.0,110086.0,16884819.39,153.24
2021-06-21,22281320,,,16747608.12,751.64
2026-01-03,189246741,188783479.0,463262.0,29705102.91,156.96
2021-05-31,21183763,,,19082902.85,900.83
2021-03-19,12740172,,,9666147.49,758.71
2022-03-19,41684909,,,7707100.74,184.89
2024-02-06,168925012,168626671.0,298341.0,76838501.07,454.87
2022-12-23,95436379,,,44465310.26,465.92
2024-05-06,164494001,164155317.0,338684.0,93282235.13,567.09
2025-09-02,209259880,208818434.0,441446.0,103046266.41,492.43
2021-06-15,23709672,,,16794134.33,708.32
2024-03-04,142160275,141933648.0,226627.0,73438248.99,516.59
2023-11-01,140775319,140194573.0,580746.0,68185255.74,484.36
2022-04-03,28029597,,,4748561.87,169.41
2025-07-23,186476871,185697109.0,779762.0,82538424.38,442.62
2022-02-13,23691464,,,3591643.68,151.6
2024-09-21,165259955,165174413.0,85542.0,23286403.29,140.91
2022-04-02,44807208,,,9339879.22,208.45
2022-01-21,42897577,,,23681697.42,552.05
2025-08-31,154933607,154803495.0,130112.0,19658942.61,126.89
2022-06-28,50881872,,,29440479.51,578.6
2025-02-16,131048809,130962418.0,86391.0,15155211.51,115.65
2022-02-24,42361318,,,23963284.78,565.69
2024-08-25,110849001,110769145.0,79856.0,12380739.08,111.69
2022-03-20,26441269,,,4037951.73,152.71
2022-11-22,71975615,,,34045038.65,473.01
2023-05-19,102830504,,,47307681.9,460.05
2024-04-02,147016729,146803084.0,213645.0,69180856.66,470.56
2024-05-31,167334615,164173837.0,3160778.0,89363580.17,534.04
2025-02-19,169668639,168977995.0,690644.0,76947045.44,453.51
2025-06-27,205360549,204914653.0,445896.0,100816474.36,490.92
2023-02-16,84965806,,,38784584.04,456.47
2023-07-26,95671875,,,39944878.92,417.52
2022-08-04,63861507,,,34610921.04,541.97
2021-06-05,18988268,,,4949673.82,260.67
2024-06-26,147471862,146858355.0,613507.0,65248151.18,442.44
2024-05-26,100067006,100015089.0,51917.0,10948559.42,109.41
2025-01-23,162233997,162034510.0,199487.0,68004902.93,419.18
2025-03-22,180646032,180546032.0,100000.0,25340174.19,140.28
2025-08-12,194549485,194181251.0,368234.0,98415616.65,505.86
2021-10-17,17212937,,,2844161.28,165.23
2025-11-11,215940750,215491431.0,449319.0,106872815.71,494.92
2021-09-06,35746869,,,24461253.67,684.29
2021-02-13,6300178,,,1927211.05,305.9
2024-06-11,161611592,161411267.0,200325.0,71624736.84,443.19
2022-02-16,42467290,,,22159600.41,521.8
2025-10-15,215210581,214085495.0,1125086.0,121349726.95,563.87
2022-01-27,35903311,,,19437366.06,541.38
2022-10-13,67252089,,,37067471.57,551.17
2025-09-03,208797413,207891100.0,906313.0,99687538.84,477.44
2025-05-19,177378508,177044739.0,333769.0,98467736.06,555.13
2023-12-14,136639435,136446822.0,192613.0,58828620.06,430.54
2021-03-03,10616330,,,8432363.01,794.28
2025-11-20,188629846,188159226.0,470620.0,34197748.22,181.3
2023-04-20,104052510,,,56304190.31,541.11
2022-11-17,70800051,,,35956966.02,507.87
2023-07-08,109249145,,,18767616.78,171.79
2022-08-06,68123821,,,14409584.55,211.52
2022-02-22,42457697,,,24748621.1,582.9
2024-01-05,168083364,167541790.0,541574.0,82292390.46,489.59
2024-02-04,97364861,97300070.0,64791.0,11838752.47,121.59
2025-06-08,162419192,162281360.0,137832.0,21399619.65,131.76
2024-12-03,187735581,187385306.0,350275.0,89847348.79,478.58
2021-02-06,6972369,,,2255536.53,323.5
2023-11-28,118323095,118183067.0,140028.0,52052685.13,439.92
2021-05-19,18925479,,,11985417.17,633.3
2025-11-26,208072061,207517577.0,554484.0,99421934.97,477.82
2024-11-22,184165549,183891506.0,274043.0,86548447.12,469.95
2025-12-22,250666336,249715252.0,951084.0,162431875.31,648.0
2022-09-09,80052493,,,43001782.82,537.17
2023-03-17,86931538,,,40138943.83,461.73
2024-06-29,158023510,157786633.0,236877.0,25168939.27,159.27
2022-03-16,45587399,,,24176127.05,530.32
2023-09-08,133612604,,,57567615.82,430.85
2021-06-10,25600687,,,17629709.17,688.64
2024-04-10,160106368,159322341.0,784027.0,80347123.89,501.84
2021-01-22,6826694,,,6313862.64,924.88
2023-08-20,73297585,,,8633899.83,117.79
2022-01-26,36262009,,,19750949.41,544.67
2024-06-12,155053646,154549465.0,504181.0,65367954.84,421.58
2025-09-09,216418265,216050607.0,367658.0,99775077.6,461.03
2021-04-02,8213951,,,2675455.83,325.72
2022-05-29,30310050,,,4321456.46,142.58
2025-01-08,197333732,196543276.0,790456.0,90120967.18,456.69
2025-11-08,236250530,235918456.0,332074.0,38513876.82,163.02
2021-02-02,8050791,,,6798450.48,844.45
2023-01-04,71355607,,,34546842.96,484.15
2024-09-13,178961038,178655753.0,305285.0,80299098.64,448.7
2021-03-08,13401774,,,10823709.49,807.63
2025-03-12,184942410,184663255.0,279155.0,84578230.53,457.32
2023-03-30,82831550,,,44974804.91,542.97
2020-11-24,1873269,,,1887517.32,1007.61
2023-12-17,97236392,97162040.0,74352.0,11627452.28,119.58
2021-09-15,33436586,,,22115177.65,661.41
2021-01-02,2451605,,,817741.44,333.55
2023-03-06,101191230,,,60850819.93,601.34
2021-12-01,49293448,,,28998496.27,588.28
2021-07-15,27239159,,,19209994.37,705.23
2024-08-12,161936232,161618356.0,317876.0,95547162.65,590.03
2022-08-13,58883759,,,10938158.57,185.76
2021-05-10,22643061,,,19098963.7,843.48
2023-10-30,113507052,113250732.0,256320.0,68716811.54,605.4
2025-09-08,223622501,223153932.0,468569.0,119627526.8,534.95
2025-04-07,220179410,219616572.0,562838.0,122642744.27,557.01
2022-06-13,53553076,,,32561362.67,608.02
2023-02-13,78265165,,,43268717.28,552.85
2024-07-09,153613077,153443065.0,170012.0,59903143.92,389.96
2024-07-20,160216674,160045537.0,171137.0,24224848.2,151.2
2021-05-07,26550012,,,18078589.51,680.93
2022-01-22,33317912,,,6468675.91,194.15
2020-12-17,4606031,,,4479670.19,972.57
2024-07-10,173383632,172672186.0,711446.0,95830489.13,552.71
2023-09-05,127412429,,,66396347.15,521.11
2021-09-24,32496950,,,19389795.5,596.67
2021-10-23,29273441,,,5597554.46,191.22
2025-01-06,179386586,178896264.0,490322.0,111528206.32,621.72
2025-02-14,189141089,188747380.0,393709.0,85833225.62,453.81
2021-07-14,24579583,,,14676692.17,597.11
2025-01-15,171340111,170468757.0,871354.0,90824194.65,530.08
2022-07-08,73155129,,,39559253.11,540.76
2023-07-25,97004646,,,46307766.48,477.38
2022-12-22,89870386,,,41411205.26,460.79
2021-11-09,39891637,,,23285656.22,583.72
2024-08-19,152721416,152471601.0,249815.0,80598550.85,527.75
2021-08-03,27729244,,,17607194.18,634.97
2025-04-28,168717424,168274740.0,442684.0,92600031.25,548.85
2025-05-28,179571029,178667925.0,903104.0,83178256.06,463.21
2023-11-11,128107016,128038858.0,68158.0,20122359.78,157.07
2021-06-19,18492470,,,4078485.15,220.55
2023-10-08,90603377,,,11771987.18,129.93
2024-10-17,155185141,154939970.0,245171.0,69980354.47,450.95
2024-09-23,155927282,155694243.0,233039.0,79451451.94,509.54
2022-09-14,63657445,,,30924745.22,485.8
2024-08-17,157560512,157476940.0,83572.0,22759754.59,144.45
2025-04-15,208018569,207347039.0,671530.0,105665818.55,507.96
2021-04-18,6413482,,,1582863.33,246.8
2023-09-27,104271206,,,44441579.72,426.21
2023-11-17,138626829,138402300.0,224529.0,67344633.1,485.8
2024-03-10,110562649,110382803.0,179846.0,14826572.99,134.1
2021-10-28,33584349,,,20144060.16,599.8
2021-01-07,7430684,,,6732860.36,906.09
2024-12-26,165230195,164661334.0,568861.0,94787474.61,573.67
2024-01-27,121520150,121462911.0,57239.0,17437495.76,143.49
2024-12-31,168727927,168566224.0,161703.0,36082667.0,213.85
2025-03-01,193496744,193154021.0,342723.0,36715902.39,189.75
2021-09-18,25395691,,,5280537.81,207.93
2023-08-02,110939138,,,47001728.93,423.67
2025-08-14,190581729,190247439.0,334290.0,89123824.92,467.64
2021-03-23,10687860,,,7947398.01,743.59
2025-03-18,172573007,172334980.0,238027.0,79518408.58,460.78
2023-03-15,93253554,,,48434472.99,519.38
2023-05-23,84591202,,,36492776.1,431.4
2023-07-28,108283038,,,50827246.26,469.39
2024-12-12,186375133,186089811.0,285322.0,83509224.18,448.07
2021-08-25,27769189,,,17853652.14,642.93
2025-09-30,227266829,226160350.0,1106479.0,147445803.88,648.78
2025-10-09,218322509,217872729.0,449780.0,99790983.81,457.08
2024-12-28,172254730,172161937.0,92793.0,28045854.68,162.82
2022-05-22,30470985,,,4328454.91,142.05
2024-01-21,92817164,92767122.0,50042.0,10395889.64,112.0
2024-04-30,168012608,167257228.0,755380.0,98326473.48,585.23
2023-05-26,94407717,,,40524697.33,429.25
2022-07-03,34495745,,,5387914.63,156.19
2024-12-02,196966552,196493691.0,472861.0,118222880.57,600.22
2022-02-18,47958142,,,25916074.38,540.39
2023-09-06,152687206,,,76102651.06,498.42
2024-07-17,147309479,146741756.0,567723.0,63809621.51,433.17
2024-08-04,117950792,117866426.0,84366.0,15029189.62,127.42
2021-12-17,46205805,,,27561258.56,596.49
2021-05-18,17947101,,,11746388.6,654.5
2023-04-19,86017205,,,39095244.14,454.5
2022-05-24,48448568,,,25899839.97,534.58
2022-04-29,58905487,,,37993907.45,645.0
2023-06-21,101848936,,,42059600.97,412.96
2024-02-02,150233348,150028045.0,205303.0,60939122.17,405.63
2021-01-23,4377954,,,1303385.7,297.72
2023-02-05,52671820,,,7956760.97,151.06
2023-08-22,103683984,,,42052924.79,405.59
2023-01-27,78863769,,,36771467.73,466.27
2021-11-26,42057192,,,23475800.29,558.19
2025-04-20,133745666,133570522.0,175144.0,14756463.44,110.33
2024-04-28,99100008,99052624.0,47384.0,10722152.24,108.2
2024-05-02,159917617,159566242.0,351375.0,84137243.01,526.13
2022-08-31,68835028,,,39737827.99,577.29
2022-05-06,73267156,,,42151143.83,575.31
2021-07-01,27985785,,,19070280.05,681.43
2023-06-28,92197151,,,41006488.23,444.77
2021-12-10,50307220,,,31237079.64,620.93
2021-06-16,21324705,,,13821273.83,648.13
2025-03-30,137113826,137023269.0,90557.0,16542698.33,120.65
2025-06-30,210409515,204576822.0,5832693.0,156768342.84,745.06
2025-04-21,136318145,136201720.0,116425.0,21023437.13,154.22
2024-02-21,136107601,135690072.0,417529.0,54371230.51,399.47
2025-12-23,259496828,258658483.0,838345.0,147392163.36,567.99
2025-08-29,236611838,234576527.0,2035311.0,136235184.54,575.78
2022-06-24,54869471,,,27986787.17,510.06
2024-04-29,133913731,133709470.0,204261.0,73669316.34,550.13
2021-12-14,40055123,,,23102736.07,576.77
2021-10-24,17787490,,,2774237.5,155.97
2021-06-13,10690454,,,2004213.77,187.48
2025-05-03,193239738,193078632.0,161106.0,31263065.33,161.78
2022-06-12,33644724,,,4827435.47,143.48
2021-07-20,28204693,,,19023209.27,674.47
2025-06-04,201382483,200527193.0,855290.0,96240351.62,477.9
2022-10-17,66880994,,,43277410.03,647.08
2021-02-23,9033199,,,7514962.51,831.93
2024-04-18,137007511,136820858.0,186653.0,56625243.78,413.3
2023-10-13,119887508,,,52860141.79,440.91
2022-01-16,21217852,,,3384811.39,159.53
2021-08-28,25545867,,,5658627.76,221.51
2022-05-13,58326313,,,30714486.86,526.6
2022-05-30,51384670,,,36481984.26,709.98
2025-01-13,158730927,158458698.0,272229.0,86778663.3,546.7
2022-05-11,56351237,,,29768971.72,528.28
2021-08-23,27236546,,,18806411.17,690.48
2021-03-30,12274293,,,10425175.31,849.35
2023-06-23,102060207,,,42974794.35,421.07
2023-10-12,91539367,,,14707743.24,160.67
2021-12-04,38135207,,,8908868.95,233.61
2025-12-13,227287489,226839794.0,447695.0,37261907.23,163.94
2024-06-15,158537819,158387874.0,149945.0,24379557.04,153.78
2025-01-22,166805399,166199397.0,606002.0,71842987.05,430.7
2025-08-13,192399300,191629176.0,770124.0,92548414.4,481.02
2025-11-15,204727959,204318802.0,409157.0,30808471.47,150.48
2024-04-11,145882656,145699982.0,182674.0,62483015.4,428.31
2020-11-08,7049,,,1493.58,211.88
2023-12-06,168611487,167892111.0,719376.0,76582645.35,454.2
2022-03-06,28292133,,,4975708.59,175.87
2025-06-25,187330339,186392712.0,937627.0,97052716.86,518.08
2024-12-05,206122534,205464895.0,657639.0,105432957.53,511.51
2021-10-26,31542128,,,18616560.35,590.21
2022-07-01,70731934,,,41886877.09,592.19
2025-04-14,178252137,177904990.0,347147.0,97990190.49,549.73
2023-09-03,77245458,,,9469093.35,122.58
2024-12-25,103419131,103308021.0,111110.0,13523284.32,130.76
2025-05-29,178681123,178284220.0,396903.0,84293527.71,471.75
2025-06-29,141435095,141356461.0,78634.0,16896506.58,119.46
2022-04-24,27306881,,,3911360.87,143.24
2023-04-12,87299300,,,40142654.62,459.83
2024-08-15,169918722,169318577.0,600145.0,79267863.5,466.5
2025-12-11,231042893,230428786.0,614107.0,110608651.53,478.74
2022-05-02,55824791,,,39690575.91,710.98
2024-10-03,173315910,173020131.0,295779.0,81132009.54,468.12
2025-08-04,202895323,202391734.0,503589.0,121990005.19,601.25
2024-01-25,123022513,122861308.0,161205.0,50339174.75,409.19
2023-12-11,139471063,139223234.0,247829.0,81472966.68,584.16
2023-09-24,75535971,,,7972267.91,105.54
2021-05-29,17149771,,,4201272.76,244.98
2025-04-24,176426095,176162762.0,263333.0,80170907.44,454.42
2023-11-29,125878666,125395788.0,482878.0,56536086.76,449.13
2025-01-19,123701480,123603337.0,98143.0,15165338.9,122.6
2025-05-01,167187561,166855968.0,331593.0,31520896.13,188.54
2024-04-24,140251144,139769885.0,481259.0,55730685.92,397.36
2021-07-29,23861477,,,15082823.19,632.1
2025-09-14,151161814,151046695.0,115119.0,17768645.8,117.55
2022-07-07,75384880,,,36648280.2,486.15
2020-11-11,216871,,,85757.62,395.43
2023-08-18,120983979,,,51943192.53,429.34
2023-02-28,91074225,,,54975392.52,603.63
2022-05-07,56961087,,,12256707.76,215.18
2024-04-07,118941687,118859085.0,82602.0,15596978.22,131.13
2022-12-19,79525876,,,48422267.23,608.89
2025-11-14,238346960,237715597.0,631363.0,117776626.4,494.14
2025-12-03,232291523,231641306.0,650217.0,109804579.99,472.7
2025-04-17,219499308,218806426.0,692882.0,113553110.41,517.33
2021-07-08,28626004,,,17490222.09,610.99
2022-11-18,82195977,,,41045807.81,499.37
2024-04-05,201594023,200905165.0,688858.0,105109877.19,521.39
2020-12-22,5565693,,,4993481.79,897.19
2024-08-09,183109879,182785155.0,324724.0,82348455.39,449.72
2025-12-20,265045473,264317460.0,728013.0,46822730.92,176.66
2023-12-09,139473703,139390181.0,83522.0,23830378.69,170.86
2022-08-08,70271258,,,40158971.02,571.49
2022-02-19,38396721,,,7287157.33,189.79
2024-03-28,163541702,163167744.0,373958.0,91641538.4,560.36
2025-08-09,218173362,217985634.0,187728.0,34892581.27,159.93
2024-03-22,148355543,148188837.0,166706.0,62614719.18,422.06
2024-03-11,151797176,151499677.0,297499.0,82185716.56,541.42
2023-01-15,46720589,,,6461537.28,138.3
2023-08-21,108898568,,,58857158.37,540.48
2024-02-27,123964256,123829782.0,134474.0,53615928.45,432.51
2020-11-03,2345,,,210.24,89.65
2024-02-28,130368794,130200742.0,168052.0,57874927.8,443.93
2024-12-20,252126990,250766508.0,1360482.0,162902257.78,646.11
2025-06-05,225423985,224657346.0,766639.0,112721784.14,500.04
2022-11-12,67753805,,,12622494.18,186.3
2024-06-13,146310122,146158360.0,151762.0,58307813.2,398.52
2021-05-06,19801453,,,14358309.4,725.11
2022-08-03,61578013,,,32274187.0,524.12
2021-03-14,4802850,,,1237954.94,257.75
2022-06-30,65242367,,,41142322.38,630.61
2022-11-14,69566169,,,39199257.03,563.48
2021-08-20,33783850,,,21813279.54,645.67
2021-03-04,10798392,,,9222008.92,854.02
2023-12-29,141863350,141660293.0,203057.0,45658384.12,321.85
2024-11-26,164652410,164409085.0,243325.0,79006361.9,479.84
2024-07-14,111073543,111005441.0,68102.0,13031216.99,117.32
2023-07-24,93535771,,,47079936.22,503.34
2021-05-04,18089788,,,13018939.14,719.68
2021-10-21,33360845,,,18333097.03,549.54
2021-12-22,46338986,,,25092073.68,541.49
2023-03-09,87988672,,,38704380.54,439.88
2024-07-13,150001870,149927164.0,74706.0,23001507.93,153.34
2025-02-11,178400432,178126022.0,274410.0,81199293.9,455.15
2021-06-12,17624444,,,3916426.32,222.22
2024-12-22,154699875,154613675.0,86200.0,20087456.85,129.85
2021-08-17,25829033,,,16272337.79,630.0
2023-04-11,91537885,,,46986970.67,513.31
2021-04-17,10642982,,,2865282.39,269.22
2024-05-15,163366062,162234810.0,1131252.0,82767906.01,506.64
2021-01-03,2061213,,,668476.07,324.31
2025-11-16,157776083,157553276.0,222807.0,18996839.25,120.4
2025-09-05,289963765,288759020.0,1204745.0,164847134.14,568.51
2022-01-19,37369102,,,20497677.56,548.52
2024-11-20,150571530,150262936.0,308594.0,27604536.43,183.33
2023-02-02,80319586,,,37228039.85,463.5
2025-10-12,155496171,155321768.0,174403.0,18253452.01,117.39
2022-07-05,67269426,,,41389932.09,615.29
2020-11-28,1934940,,,789826.32,408.19
2023-12-07,161605959,161277914.0,328045.0,69930836.86,432.72
2021-11-28,19501839,,,3137366.76,160.88
2024-04-06,171416415,171277336.0,139079.0,29721734.99,173.39
2023-06-20,106400820,,,55266248.89,519.42
2025-07-05,231779645,231400161.0,379484.0,42017149.4,181.28
2024-01-28,86750494,86708445.0,42049.0,9204713.68,106.11
2023-10-31,127300335,126978106.0,322229.0,66392339.51,521.54
2021-05-11,19568660,,,13221187.02,675.63
2020-11-12,288401,,,118321.97,410.27
2025-04-18,149954001,149814914.0,139087.0,22601383.87,150.72
2024-03-02,143437489,143337178.0,100311.0,23722153.37,165.38
2023-10-04,121225688,,,52684714.25,434.6
2025-03-02,136064361,135956089.0,108272.0,16911161.52,124.29
2023-01-28,68998805,,,11932537.25,172.94
2022-10-22,64492833,,,11009879.72,170.71
2023-06-01,104980058,,,50753177.63,483.46
2021-01-21,6612862,,,5486086.84,829.61
2025-01-20,182099437,181228508.0,870929.0,117358207.37,644.47
2023-02-07,96251626,,,46427745.12,482.36
2022-03-18,51865739,,,27878721.4,537.52
2024-06-14,167374933,167088177.0,286756.0,74841293.38,447.15
2024-04-12,151517342,151295948.0,221394.0,66269822.64,437.37
2023-03-08,94105213,,,41315943.7,439.04
2025-08-26,185434317,185170667.0,263650.0,89384934.4,482.03
2023-08-05,122324225,,,22858563.35,186.87
2021-11-19,41473269,,,24595754.4,593.05
2024-05-07,190262551,189917057.0,345494.0,88270683.23,463.94
2023-02-08,89166072,,,39572611.28,443.81
2023-01-11,76315113,,,35994422.97,471.66
2025-03-24,167911312,167599505.0,311807.0,90095802.59,536.57
2021-03-15,12834733,,,11093474.33,864.33
2020-12-16,4678531,,,4263257.15,911.24
2025-10-07,252460339,251875807.0,584532.0,123430908.72,488.91
2023-11-02,97055172,96965820.0,89352.0,17317673.64,178.43
2023-06-19,90306458,,,46675144.14,516.85
2021-10-20,37664131,,,23636028.95,627.55
2020-11-07,11089,,,2333.89,210.47
2024-11-21,175533788,175050023.0,483765.0,105521280.09,601.15
2024-01-26,132614157,132432235.0,181922.0,56585185.29,426.69
2024-03-31,95461311,95396799.0,64512.0,11023401.93,115.48
2022-05-10,60736332,,,37737823.64,621.34
2020-11-19,1638797,,,1710098.64,1043.51
2023-04-18,84950555,,,39944074.65,470.2
2023-08-29,96842585,,,43417689.2,448.33
2020-11-30,3500313,,,4265689.59,1218.66
2025-07-09,195999002,195238919.0,760083.0,75286681.06,384.12
2024-10-18,186393373,185821153.0,572220.0,93697205.74,502.69
2022-05-26,49619586,,,24655373.34,496.89
2025-08-03,152895930,152762803.0,133127.0,19108166.81,124.97
2023-03-31,102028916,,,54473161.87,533.9
2024-04-25,142673946,142453106.0,220840.0,64245450.55,450.3
2023-04-13,82593434,,,39706202.95,480.74
2021-10-16,28117016,,,6027984.07,214.39
2022-02-12,37240482,,,7130228.55,191.46
2021-04-10,12004964,,,3572581.99,297.59
2022-07-15,67807069,,,40306463.09,594.43
2022-02-23,41822924,,,21556334.02,515.42
2025-08-11,209735691,209135430.0,600261.0,133790430.74,637.9
2023-10-07,133551445,,,23324358.01,174.65
2022-04-09,48823496,,,9926734.39,203.32
2021-04-06,15877274,,,12200330.26,768.41
2021-12-02,43089997,,,22748341.48,527.93
2024-09-24,154532292,154308951.0,223341.0,66622143.97,431.12
2025-01-09,182272902,181992277.0,280625.0,78048602.58,428.2
2023-11-27,116538540,116377796.0,160744.0,63096342.35,541.42
2022-08-18,57712915,,,28720821.86,497.65
2023-10-05,135152743,,,67622940.03,500.34
2022-05-21,49634665,,,9280396.08,186.97
2025-07-03,199497676,199101229.0,396447.0,97250630.83,487.48
2022-01-20,42687488,,,25565498.01,598.9
2023-07-01,102016820,,,19115288.79,187.37
2024-09-15,118417098,118257931.0,159167.0,14179934.21,119.75
2025-02-17,172299108,171857060.0,442048.0,99516217.6,577.58
2022-03-15,51091493,,,30958218.49,605.94
2022-12-04,49790888,,,7539464.93,151.42
2025-04-03,193883789,193526567.0,357222.0,86893866.52,448.17
2025-04-22,185559762,185084557.0,475205.0,121898550.94,656.92
2022-05-08,33512094,,,5670880.95,169.22
2024-06-20,176031257,175161649.0,869608.0,96126579.55,546.08
2025-10-16,201424617,201011915.0,412702.0,95048367.7,471.88
2023-10-29,77983193,77935023.0,48170.0,8630338.02,110.67
2025-09-15,208420446,207750716.0,669730.0,134237802.7,644.07
2022-06-25,48371249,,,8419020.53,174.05
2025-10-10,248030449,247026571.0,1003878.0,136724386.13,551.24
2024-11-27,168154485,167346458.0,808027.0,80706845.21,479.96
2025-04-01,200555594,199999927.0,555667.0,105547506.22,526.28
2021-05-14,20487133,,,13857734.08,676.41
2024-01-02,119331741,119062234.0,269507.0,74172474.96,621.57
2022-08-29,53691061,,,35086388.0,653.49
2022-04-20,59724436,,,36801207.2,616.18
2025-05-07,245999585,244927534.0,1072051.0,116712955.97,474.44
2025-08-01,238058251,237288478.0,769773.0,122867978.06,516.13
2025-07-07,223983347,223401082.0,582265.0,128816004.18,575.11
2023-09-30,116809866,,,20350192.8,174.22
2022-03-14,44281953,,,29190741.73,659.2
2024-02-23,140374856,140196157.0,178699.0,57142927.59,407.07
2022-11-13,43852791,,,5817349.32,132.66
2021-06-11,24780555,,,14999058.31,605.28
2024-03-25,132915848,132703412.0,212436.0,73967678.39,556.5
2022-05-23,49965045,,,30098739.51,602.4
2025-01-10,197943239,197304895.0,638344.0,104441029.41,527.63
2022-06-29,51988335,,,28463260.75,547.49
2023-12-16,137554836,137422727.0,132109.0,22494600.37,163.53
2021-07-12,26942414,,,21604780.9,801.89
2022-10-11,76396263,,,39042802.21,511.06
2024-03-01,168090502,167686383.0,404119.0,80042600.68,476.19
2022-09-04,39010488,,,5857302.45,150.15
2021-05-03,18598298,,,16202375.74,871.18
2023-02-10,95375606,,,52436073.86,549.78
2025-03-19,172816270,172111315.0,704955.0,76966828.85,445.37
2022-04-11,55939866,,,39594112.41,707.8
2022-11-16,72479209,,,44131522.52,608.89
2023-09-25,103398937,,,57482112.95,555.93
2021-03-01,11347173,,,11304643.46,996.25
2024-09-25,158533320,157657186.0,876134.0,76158652.21,480.4
2020-12-31,4109712,,,2182091.47,530.96
2020-12-11,4270741,,,4170689.95,976.57
2023-05-13,91481108,,,15590295.04,170.42
2021-11-08,42464500,,,27452737.29,646.49
2021-09-21,30428774,,,18714939.17,615.04
2020-11-09,88184,,,37004.03,419.62
2023-11-13,122087649,121913173.0,174476.0,63645969.39,521.31
2024-02-24,129638836,129576822.0,62014.0,18555900.95,143.14
2024-11-18,165673062,165266547.0,406515.0,112181364.33,677.12
2021-05-09,9273297,,,2233845.91,240.89
2022-06-04,54896072,,,11425015.5,208.12
2022-06-01,62959489,,,35770812.08,568.16
2025-07-28,172352356,171962892.0,389464.0,102265212.3,593.35
2025-02-18,166347792,166117293.0,230499.0,75317879.38,452.77
2021-02-05,13185267,,,11395309.48,864.25
2021-04-28,14378972,,,10810542.7,751.83
2023-07-15,98209462,,,16243552.03,165.4
2021-12-31,33736977,,,9240234.93,273.89
2021-01-27,6224330,,,5538994.24,889.89
2021-12-23,47305144,,,27861677.71,588.98
2024-02-01,145146001,144826383.0,319618.0,66348352.61,457.11
2025-06-11,196583945,195797004.0,786941.0,89935366.43,457.49
2021-12-03,47360791,,,26626927.02,562.21
2022-09-11,40968458,,,6119811.23,149.38
2025-06-03,196973637,196583308.0,390329.0,92558580.09,469.9
